altered;ALTRT,-
aluminum;ALMNM,-
alvarez;ALFRS,-
alveola;ALFL,-
alveolar;ALFLR,-
alveolarcapillary;ALFLRKPLR,-
alveolitis;ALFLTS,-
alveolus;ALFLS,-
alzeheimers;ALSHMRS,-
alzheimer;ALJMR,-
alzheimer''s;ALJMRS,-
alzheimer's;ALJMRS,-
alzheimer-type;ALJMRTP,-
alzheimer`s;ALJMRS,-
alzheimers;ALJMRS,-
alzhelmers;ALJLMRS,-
alzhiemers;ALJMRS,-
amantadine;AMNTTN,-
amaurosis;AMRSS,-
amaurotic;AMRTK,-
ambiguous;AMPKS,-
amblyopia;AMPLP,-
ambulate;AMPLT,-
ambulatory;AMPLTR,-
amebic;AMPK,-
ameloblastoma;AMLPLSTM,-
amenorrhea;AMNR,-
american;AMRKN,-
ami;AM,-
aminoglycoside;AMNKLKST,-
aminophylline;AMNFLN,-
amiodarone;AMTRN,-
amitriptyline;AMTRPTLN,-
aml;AML,-
ammonia;AMN,-
amnesia;AMNS,AMNX
amnestic;AMNSTK,-
amniocentesis;AMNSNTSS,-
amniomic;AMNMK,-
amnion;AMNN,-
amnionitis;AMNNTS,-
amniotic;AMNTK,-
amobarbital;AMPRPTL,-
amoebic;AMPK,-
amoxapine;AMKSPN,-
amoxicillin;AMKSSLN,-
amphetamine;AMFTMN,-
ampicillin;AMPSLN,-
ampulla;AMPL,-
ampullary;AMPLR,-
amputated;AMPTTT,-
amputation;AMPTXN,-
amputations;AMPTXNS,-
amputee;AMPT,-
amyelencephalus;AMLNSFLS,-
amyelia;AML,-
amyloid;AMLT,-
amyloidosis;AMLTSS,-
amyoplasia;AMPLS,AMPLX
amyotonic;AMTNK,-
amyotrophia;AMTRF,-
amyotrophic;AMTRFK,-
amyotrophy;AMTRF,-
anaerobic;ANRPK,-
anafranil;ANFRNL,-
anal;ANL,-
analbuminemia;ANLPMNM,-
analgesia;ANLJS,ANLKX
analgesic;ANLJSK,ANLKSK
analgesics;ANLJSKS,ANLKSKS
anaphylactic;ANFLKTK,-
anaphylactoid;ANFLKTT,-
anaphylaxis;ANFLKSS,-
anaplastic;ANPLSTK,-
anarthria;ANR0R,ANRTR
anarthritic;ANR0RTK,ANRTRTK
anasarca;ANSRK,-
anastomic;ANSTMK,-
anastomosis;ANSTMSS,-
anastomotic;ANSTMTK,-
anatomical;ANTMKL,-
ancient;ANSNT,ANXNT
and;ANT,-
andersens;ANTRSNS,-
andersons;ANTRSNS,-
androgenic;ANTRJNK,ANTRKNK
anemia;ANM,-
anemia/copd;ANMKPT,-
anemic;ANMK,-
anencephalia;ANNSFL,-
anencephalic;ANNSFLK,-
anencephalus;ANNSFLS,-
anencephaly;ANNSFL,-
anergasia;ANRKS,ANRKX
anesthesia;ANS0S,ANSTX
anesthetic;ANS0TK,ANSTTK
aneursym;ANRSM,-
aneurysm;ANRSM,-
aneurysmal;ANRSML,-
aneurysmectomy;ANRSMKTM,-
aneurysms;ANRSMS,-
angiitis;ANJTS,ANKTS
angina;ANJN,ANKN
anginal;ANJNL,ANKNL
angioblastic;ANJPLSTK,ANKPLSTK
angioblastoma;ANJPLSTM,ANKPLSTM
angiodysplasia;ANJTSPLS,ANKTSPLX
angioedema;ANJTM,ANKTM
angioendotheliomatosis;ANJNT0LMTSS,ANKNTTLMTSS
angiogram;ANJKRM,ANKKRM
angiography;ANJKRF,ANKKRF
angioimmunoblastic;ANJMNPLSTK,ANKMNPLSTK
angioma;ANJM,ANKM
angiomatosis;ANJMTSS,ANKMTSS
angiomyosarcoma;ANJMSRKM,ANKMSRKM
angioneurosis;ANJNRSS,ANKNRSS
angioneurotic;ANJNRTK,ANKNRTK
angiopathy;ANJP0,ANKPT
angioplasty;ANJPLST,ANKPLST
angiosarcoma;ANJSRKM,ANKSRKM
angiosclerosis;ANJSKRSS,ANKSKRSS
angiospasm;ANJSPSM,ANKSPSM
angiospastic;ANJSPSTK,ANKSPSTK
angle;ANKL,-
angulation;ANKLXN,-
anhydramnois;ANTRMN,ANTRMNS
anhydration;ANTRXN,-
anhydremia;ANTRM,-
anicteric;ANKTRK,-
animal;ANML,-
anitratum;ANTRTM,-
ankle;ANKL,-
ankles;ANKLS,-
ankylopoietica;ANKLPTK,-
ankylosed;ANKLST,-
ankylosing;ANKLSNK,-
ankylosis;ANKLSS,-
annular;ANLR,-
annuloplasty;ANLPLST,-
annulus;ANLS,-
anomalies;ANMLS,-
anomalous;ANMLS,-
anomaly;ANML,-
anorectal;ANRKTL,-
anorectum;ANRKTM,-
anorexia;ANRKS,-
anoxemia;ANKSM,-
anoxemic;ANKSMK,-
anoxia;ANKS,-
anoxic;ANKSK,-
antagonist;ANTKNST,-
antecubital;ANTKPTL,-
antepartum;ANTPRTM,-
anteriolateral;ANTRLTRL,-
anterior;ANTRR,-
anterioseptal;ANTRSPTL,-
antero;ANTR,-
anterolateral;ANTRLTRL,-
anteroseptal;ANTRSPTL,-
anteversion;ANTFRSN,ANTFRXN
anthonys;AN0NS,ANTNS
anthracosilicosis;AN0RKSLKSS,ANTRKSLKSS
anthracosis;AN0RKSS,ANTRKSS
antibioma;ANTPM,-
antibiotic;ANTPTK,-
antibodies;ANTPTS,-
antibody;ANTPT,-
anticardiolipin;ANTKRTLPN,-
anticoagulant;ANTKKLNT,-
anticoagulants;ANTKKLNTS,-
anticoagulation;ANTKKLXN,-
anticonvulsant;ANTKNFLSNT,-
antidepressant;ANTTPRSNT,-
antidepressants;ANTTPRSNTS,-
antidiuretic;ANTTRTK,-
antifreeze;ANTFRS,-
antigen;ANTJN,ANTKN
antihistamine;ANTHSTMN,-
antiinflammatory;ANTNFLMTR,-
antineoplastic;ANTNPLSTK,-
antiphospholipid;ANTFSFLPT,-
antithrombin;ANT0RMPN,ANTTRMPN
antitoxin;ANTTKSN,-
antitrypsin;ANTTRPSN,-
antitumor;ANTTMR,-
antons;ANTNS,-
antral;ANTRL,-
antrectomy;ANTRKTM,-
antritis;ANTRTS,-
antrogastric;ANTRKSTRK,-
antrum;ANTRM,-
anuria;ANR,-
anuric;ANRK,-
anus;ANS,-
anxiety;ANKST,-
aorta;ART,-
aortailiac;ARTLK,-
aortic;ARTK,-
aorticopulmonary;ARTKPLMNR,-
aortitis;ARTTS,-
aorto;ART,-
aortobifemoral;ARTPFMRL,-
aortocaval;ARTKFL,-
aortocoronary;ARTKRNR,-
aortocutaneous;ARTKTNS,-
aortoenteric;ARTNTRK,-
aortoesophageal;ARTSFJL,ARTSFKL
aortofemoral;ARTFMRL,-
aortogram;ARTKRM,-
aortoiliac;ARTLK,-
aortojejunal;ARTJJNL,-
aortoplasty;ARTPLST,-
aortopopliteal;ARTPPLTL,-
aortopulmonary;ARTPLMNR,-
aortorenal;ARTRNL,-
aortosaphenous;ARTSFNS,-
apathetic;AP0TK,APTTK
apepsia;APPS,APPX
aperta;APRT,-
aperts;APRTS,-
apertures;APRTRS,-
apex;APKS,-
apgar;APKR,-
aphagia;AFJ,AFK
aphasia;AFS,AFX
aphasic;AFSK,-
aphemia;AFM,-
aphonia;AFN,-
apical;APKL,-
aplasia;APLS,APLX
aplastic;APLSTK,-
apnea;APN,-
apneic;APNK,-
apocrine;APKRN,-
aponeurosis;APNRSS,-
apoplectic;APPLKTK,-
apoplectiform;APPLKTFRM,-
apoplexia;APPLKS,-
apoplexy;APPLKS,-
appendage;APNTJ,APNTK
appendectomy;APNTKTM,-
appendiceal;APNTSL,-
appendicitis;APNTSTS,-
appendix;APNTKS,-
appetite;APTT,-
applicable;APLKPL,-
apprehension;APRHNSN,APRHNXN
apprehensive;APRHNSF,-
apraxia;APRKS,-
aqueduct;AKTKT,-
aquired;AKRT,-
arachnitis;ARKNTS,-
arachnodactyly;ARKNTKTL,-
arachnoid;ARKNT,-
arachnoiditis;ARKNTTS,-
arch;ARX,ARK
ards;ARTS,-
area;AR,-
aregenerative;ARJNRTF,ARKNRTF
areola;ARL,-
arhinencephaly;ARNNSFL,-
ari;AR,-
arias;ARS,-
arm;ARM,-
armenian;ARMNN,-
arms;ARMS,-
arnold;ARNLT,-
around;ARNT,-
aroxia;ARKS,-
arrest;ARST,-
arrest/failure;ARSTFLR,-
arrested;ARSTT,-
arrhythmia;AR0M,ARTM
arrhythmia/pea;AR0MP,ARTMP
arrhythmias;AR0MS,ARTMS
arrhythmic;AR0MK,ARTMK
arrillaga;ARLK,-
arrival;ARFL,-
arrythmia;AR0M,ARTM
arrythmias;AR0MS,ARTMS
arsenic;ARSNK,-
arsenical;ARSNKL,-
arsenism;ARSNSM,-
arterial;ARTRL,-
arteriectasis;ARTRKTSS,-
arteries;ARTRS,-
arterio;ARTR,-
arteriocapillary;ARTRKPLR,-
arteriocardiorenal;ARTRKRTRNL,-
arteriofibrosis;ARTRFPRSS,-
arteriogram;ARTRKRM,-
arteriography;ARTRKRF,-
arteriolar;ARTRLR,-
arterioles;ARTRLS,-
arteriolitis;ARTRLTS,-
arteriolonephrosclerosis;ARTRLNFRSKRSS,-
arteriolosclerosis;ARTRLSKRSS,-
arteriomesenteric;ARTRMSNTRK,-
arterionephrosclerosis;ARTRNFRSKRSS,-
arteriopathic;ARTRP0K,ARTRPTK
arteriopathy;ARTRP0,ARTRPT
arteriorenal;ARTRRNL,-
arteriosclerosis;ARTRSKRSS,-
arteriosclerotic;ARTRSKRTK,-
arterioseptal;ARTRSPTL,-
arteriospasm;ARTRSPSM,-
arteriosus;ARTRSS,-
arteriotomy;ARTRTM,-
arteriovascular;ARTRFSKLR,-
arteriovenous;ARTRFNS,-
arterioventricular;ARTRFNTRKLR,-
arteritis;ARTRTS,-
arterosclerotic;ARTRSKRTK,-
artery;ARTR,-
artherosclerosis;AR0RSKRSS,ARTRSKRSS
arthoplasty;AR0PLST,ARTPLST
arthosis;AR0SS,ARTSS
arthritic;AR0RTK,ARTRTK
arthritis;AR0RTS,ARTRTS
arthrofibrosis;AR0RFPRSS,ARTRFPRSS
arthrogryposis;AR0RKRPSS,ARTRKRPSS
arthropathy;AR0RP0,ARTRPT
arthroplasty;AR0RPLST,ARTRPLST
arthrosis;AR0RSS,ARTRSS
arthus;AR0S,ARTS
artificial;ARTFSL,ARTFXL
arytenoid;ARTNT,-
asbestosis;ASPSTSS,-
ascad;ASKT,-
ascariasis;ASKRSS,-
ascd;ASK,-
ascending;ASNTNK,-
aschoffs;AXFS,-
ascites;ASTS,-
ascites/peritonitis;ASTSPRTNTS,-
ascitic;ASTK,-
ascv;ASK,-
ascvd;ASKT,-
aseptic;ASPTK,-
ashd;AXT,-
asian;ASN,AXN
asiderotic;ASTRTK,-
aso;AS,-
asp;ASP,-
aspergilloma;ASPRJLM,ASPRKLM
aspergillosis;ASPRJLSS,ASPRKLSS
aspergillus;ASPRJLS,ASPRKLS
asphyxia;ASFKS,-
asphyxial;ASFKSL,-
asphyxiated;ASFKSTT,-
asphyxiating;ASFKSTNK,-
asphyxiation;ASFKSXN,-
aspiation;ASPXN,-
aspir;ASPR,-
aspirated;ASPRTT,-
aspiration;ASPRXN,-
aspirational;ASPRXNL,-
aspirin;ASPRN,-
asplenia;ASPLN,-
aspriration;ASPRRXN,-
associated;ASSTT,ASXTT
astasia;ASTS,ASTX
asterixis;ASTRKSS,-
asthenia;AS0N,ASTN
asthma;AS0M,ASTM
asthmatic;AS0MTK,ASTMTK
asthmaticus;AS0MTKS,ASTMTKS
astroblastoma;ASTRPLSTM,-
astrocytoma;ASTRSTM,-
astroglioma;ASTRKLM,ASTRLM
asvd;ASFT,-
asymmetric;ASMTRK,-
asymmetrical;ASMTRKL,-
asymptomatic;ASMPTMTK,-
asynergia;ASNRJ,ASNRK
asynergy;ASNRJ,ASNRK
asystole;ASSTL,-
asystolic;ASSTLK,-
ataxia;ATKS,-
ataxic;ATKSK,-
atcad;ATKT,-
atcvd;ATKFT,-
atelectasias;ATLKTSS,ATLKTXS
atelectasis;ATLKTSS,-
atelocardia;ATLKRT,-
atelomyelia;ATLML,-
ateriosclerosis;ATRSKRSS,-
athd;A0T,ATT
atheroarteriosclerosis;A0RRTRSKRSS,ATRRTRSKRSS
atheroclerosis;A0RKLRSS,ATRKLRSS
atheroembolic;A0RMPLK,ATRMPLK
atheroembolism;A0RMPLSM,ATRMPLSM
atherogenesis;A0RJNSS,ATRKNSS
atheroma;A0RM,ATRM
atheromatosis;A0RMTSS,ATRMTSS
atheromatous;A0RMTS,ATRMTS
atheroscler;A0RSKR,ATRSKR
atherosclerosis;A0RSKRSS,ATRSKRSS
atherosclerotic;A0RSKRTK,ATRSKRTK
atherosderosis;A0RSTRSS,ATRSTRSS
atherothrombosis;A0R0RMPSS,ATRTRMPSS
athetoid;A0TT,ATTT
athetosis;A0TSS,ATTSS
athletes;A0LTS,ATLTS
athrosclerotic;A0RSKRTK,ATRSKRTK
athyrea;A0R,ATR
athyroidism;A0RTSM,ATRTSM
atlanto;ATLNT,-
atlantoaxial;ATLNTKSL,-
atlantooccipital;ATLNTXPTL,-
atlas;ATLS,-
atonia;ATN,-
atonic;ATNK,-
atony;ATN,-
atopic;ATPK,-
atrail;ATRL,-
atransferrinemia;ATRNSFRNM,-
atresia;ATRS,ATRX
atrial;ATRL,-
atrio;ATR,-
atrioventrical;ATRFNTRKL,-
atrioventricular;ATRFNTRKLR,-
atrioventriculare;ATRFNTRKLR,-
atrium;ATRM,-
atrophia;ATRF,-
atrophic;ATRFK,-
atrophodermia;ATRFTRM,-
atrophy;ATRF,-
atropine;ATRPN,-
attack;ATK,-
attacks;ATKS,-
attempt;ATMPT,-
attempted;ATMPTT,-
attendance;ATNTNS,-
attending;ATNTNK,-
attention;ATNXN,-
attrition;ATRXN,-
atvd;ATFT,-
atypical;ATPKL,-
auditary;ATTR,-
auditory;ATTR,-
augmentation;AKMNTXN,-
aura;AR,-
aurens;ARNS,-
aureus;ARS,-
auricle;ARKL,-
auricles;ARKLS,-
auricular;ARKLR,-
auriculoventricular;ARKLFNTRKLR,-
austin;ASTN,-
australia;ASTRL,-
autism;ATSM,-
auto;AT,-
auto-immune;ATMN,-
autoantibodies;ATNTPTS,-
autodigestion;ATTJSXN,ATTKSXN
autoerythrocyte;ATR0RST,ATRTRST
autohemolysis;ATHMLSS,-
autoimmune;ATMN,-
autoinfection;ATNFKXN,-
autointoxication;ATNTKSKXN,-
autolysis;ATLSS,-
automatic;ATMTK,-
automatism;ATMTSM,-
automobile;ATMPL,-
automotive;ATMTF,-
autonomic;ATNMK,-
autopsy;ATPS,-
autosensitivity;ATSNSTFT,-
autosomal;ATSML,-
autosomes;ATSMS,-
autotopagnosia;ATTPNS,ATTPKNX
autotoxemia;ATTKSM,-
auxillary;AKSLR,-
avascular;AFSKLR,-
avellis;AFLS,-
aveola;AFL,-
avian;AFN,-
aviators;AFTRS,-
avitaminosis;AFTMNSS,-
avium;AFM,-
avleolus;AFLLS,-
avulsion;AFLSN,AFLXN
axial;AKSL,-
axialis;AKSLS,-
axilla;AKSL,AKS 
axillary;AKSLR,-
axillo;AKSL,AKS 
axillofemoral;AKSLFMRL,-
axis;AKSS,-
axon;AKSN,-
axonal;AKSNL,-
ayalas;ALS,-
ayerza;ARS,-
ayerzas;ARSS,-
azotemia;ASTM,-
azygos;ASKS,-
b-cell;PSL,-
babinski;PPNSK,-
babinskis;PPNSKS,-
baby;PP,-
bacilli;PSL,-
bacillus;PSLS,-
back;PK,-
bacteremia;PKTRM,-
bacteremic;PKTRMK,-
bacteria;PKTR,-
bacterial;PKTRL,-
bacterimia;PKTRM,-
bacteriodes;PKTRTS,-
bacterioides;PKTRTS,-
bacterium;PKTRM,-
bacteriuria;PKTRR,-
bactermia;PKTRM,-
bacteroides;PKTRTS,-
bad;PT,-
bag;PK,-
bagratunis;PKRTNS,-
balance;PLNS,-
ball;PL,-
balloon;PLN,-
band;PNT,-
banding;PNTNK,-
bands;PNTS,-
bantis;PNTS,-
bar;PR,-
barbital;PRPTL,-
barbiturate;PRPTRT,-
bardet;PRTT,-
barium;PRM,-
barotrauma;PRTRM,-
barr;PR,-
barre;PR,-
barrett;PRT,-
barretts;PRTS,-
barsony;PRSN,-
bartholin;PR0LN,PRTLN
bartholins;PR0LNS,PRTLNS
bartons;PRTNS,-
bartters;PRTRS,-
basal;PSL,-
basalnuclear;PSLNKLR,-
base;PS,-
basement;PSMNT,-
basilar;PSLR,-
basophil;PSFL,-
basophilism;PSFLSM,-
bathycephaly;P0SFL,PTSFL
batten;PTN,-
battens;PTNS,-
battered;PTRT,-
battey;PT,-
baumgarten;PMKRTN,-
beat;PT,-
beats;PTS,-
bechterew;PKTR,PKTRF
beck;PK,-
beckwith;PK0,PKT
bed;PT,-
bedfast;PTFST,-
bedrest;PTRST,-
bedridden;PTRTN,-
bedsores;PTSRS,-
bee;P,-
been;PN,-
beer;PR,-
behcets;PSTS,-
belladonna;PLTN,-
bells;PLS,-
belly;PL,-
below;PL,PLF
benedikts;PNTKTS,-
benign;PNN,PNKN
bennetts;PNTS,-
benzocaine;PNSKN,-
benzodiazepine;PNSTSPN,-
benzodiazepines;PNSTSPNS,-
benzoxiazepines;PNSKSSPNS,-
bernard;PRNRT,-
bernheims;PRNMS,-
berry;PR,-
bertolottis;PRTLTS,-
berylliosis;PRLSS,-
besnier;PSN,PSNR
beta;PT,-
between;PTN,-
beverage;PFRJ,PFRK
beyond;PNT,-
bi-lateral;PLTRL,-
bibasilar;PPSLR,-
bicuspid;PKSPT,-
biedl;PTL,-
bielchowsky;PLXSK,PLKFSK
bielschowsky;PLXSK,PLXFSK
biemonds;PMNTS,-
biermers;PRMRS,-
bifascicular;PFSKLR,-
bifemoral;PFMRL,-
bifida;PFT,-
bifidum;PFTM,-
bifrontal;PFRNTL,-
bifurcation;PFRKXN,-
big;PK,-
bilateral;PLTRL,-
bilaterally;PLTRL,-
bile;PL,-
biliary;PLR,-
bilious;PLS,-
bilirubin;PLRPN,-
bilirubinemia;PLRPNM,-
billroth;PLR0,PLRT
billroths;PLR0S,PLRTS
bilobar;PLPR,-
bilobular;PLPLR,-
bing;PNK,-
binswanger;PNSNKR,PNSNJR
binswangers;PNSNKRS,PNSNJRS
bioprosthetic;PPRS0TK,PPRSTTK
biopsy;PPS,-
bipolar;PPLR,-
bird;PRT,-
birth;PR0,PRT
birthweight;PR0T,PRTT
bite;PT,-
bitemporal;PTMPRL,-
bivalvular;PFLFLR,-
biventricular;PFNTRKLR,-
bjork;PJRK,-
black;PLK,-
blackfan;PLKFN,-
bladder;PLTR,-
blade;PLT,-
blalock;PLLK,-
blalock-taussig;PLLKTSK,-
bland;PLNT,-
blast;PLST,-
blastic;PLSTK,-
blastoma;PLSTM,-
blastomycosis;PLSTMKSS,-
blastomycotic;PLSTMKTK,-
blasts;PLSTS,-
bleach;PLX,PLK
bleb;PLP,-
bleed;PLT,-
bleeder;PLTR,-
bleeding;PLTNK,-
bleeds;PLTS,-
bleomycin;PLMSN,-
blind;PLNT,-
blindness;PLNTNS,-
bloch;PLX,PLK
block;PLK,-
blockage;PLKJ,PLKK
blocked;PLKT,-
blocking;PLKNK,-
blood;PLT,-
bloodstream;PLTSTRM,-
bloody;PLT,-
bloom;PLM,-
blow;PL,PLF
blowout;PLT,-
blunt;PLNT,-
bochdalek;PXTLK,PKTLK
bodechtel;PTKTL,-
bodies;PTS,-
bodily;PTL,-
body;PT,-
boeck;PK,-
boecks;PKS,-
boerhaaves;PRFS,-
bogaerts;PKRTS,-
bolus;PLS,-
bone;PN,-
bones;PNS,-
boney;PN,-
bonnevie;PNF,-
bony;PN,-
borderline;PRTRLN,-
bordetella;PRTTL,-
born;PRN,-
botalli;PTL,-
both;P0,PT
botulism;PTLSM,-
bound;PNT,-
bout;PT,-
bouverets;PFRTS,-
bovine;PFN,-
bovinum;PFNM,-
bovis;PFS,-
bowel;PL,-
bowels;PLS,-
boydii;PT,-
bph;PF,-
brachial;PRKL,-
brachycardia;PRKKRT,-
brachycephaly;PRKSFL,-
brady;PRT,-
bradyarrhythmia;PRTR0M,PRTRTM
bradycardia;PRTKRT,-
bradypnea;PRTPN,-
bradytachyarrhythmia;PRTTKR0M,PRTTKRTM
brailsford;PRLSFRT,-
brain;PRN,-
brainstem;PRNSTM,-
branch;PRNX,PRNK
branhamella;PRNML,-
bravais;PRF,PRFS
brazilian;PRSLN,-
breakdown;PRKTN,-
breast;PRST,-
breasts;PRSTS,-
breath;PR0,PRT
breathe;PR0,PRT
breathing;PR0NK,PRTNK
breathlessness;PR0LSNS,PRTLSNS
bredycardia;PRTKRT,-
breech;PRX,PRK
brennemanns;PRNMNS,-
brian;PRN,-
